,name,followers,degree_centrality,category,geodata,location,phone,email,webpage,twitter,description,Unnamed: 11,geoloc,point,latitude,longitude,altitude
59,institut kurde de paris fikp,9649,27.028011204481793,education,,106 rue la fayette 75010 paris france,  01 48 24 64 6401 48 24 64 64  , infos@fikp.org ,http://www.institutkurde.org,,l’institut a pour vocation d’entretenir la communauté kurde dans la connaissance de sa langue de...,,"La Dimension Fantastique, 106, Rue La Fayette, Quartier de l'Hôpital Saint-Louis, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8776237, 2.3510223, 0.0)",48.8776237,2.3510223,0.0
60,interréseaux développement rural interréseaux,2880,8.067226890756302,economic recovery and development,,32 rue le peletier 75009 paris france ,  01 42 46 57 1301 42 46 57 13  , inter-reseaux@inter-reseaux.org,http://www.inter-reseaux.org,,inter-réseaux développement rural est un réseau multi-acteurs au service de ses membres et utile ...,,"32, Rue Le Peletier, Quartier du Faubourg-Montmartre, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8744904, 2.3393817, 0.0)",48.8744904,2.3393817,0.0
61,intercordia,1723,4.826330532212885,education,,84 quai de jemmapes paris  france, 18 41 69 15 70 18 41 60 000,baptiste.anguis@intercordia.org,http://www.intercordia.org,,intercordia participe à la diffusion d’une culture de paix en formant des jeunes qui s’engagent p...,,"Cristallerie Schweitzer, 84, Quai de Jemmapes, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8724667, 2.3649429, 0.0)",48.8724667,2.3649429,0.0
62,inversonslaclasse!,3359,9.408963585434174,education,,9 rue saintluc paris france, ,mission2.inversonslaclasse@gmail.com,http://www.laclasseinversee.com/,,inversons la classe! impulse accélère et nourrit les changements de pratiques enseignantes par l...,,,,,,
63,justice et paix france,0,0.0,human rights democracy and governance,,58 avenue de breteuil  75007 paris,  01 72 36 69 0301 72 36 69 03 , justice.paix@cef.fr ,http://www.justice-paix.cef.fr,,justice et paix veut être une voix qui soit à la fois pertinente et évangélique et aider les chré...,,"Avenue de Breteuil, Quartier de l'École Militaire, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8517067, 2.3125359, 0.0)",48.8517067,2.3125359,0.0
64,l'un est l'autre,1608,4.504201680672269,humanitarian ,,15 avenue de la porte de la villette 75019 paris france,  06 27 74 47 08 06 27 74 47 08  , coordination@lunestlautre.org,http://lunestlautre.org,,créée en 2003 l’un est l’autre est une association d’entraide loi 1901 reconnue d’intérêt géné...,,"Glazart, 7, 15, Avenue de la Porte de la Villette, Quartier du Pont-de-Flandre, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France","(48.899283, 2.3866102329979895, 0.0)",48.899283,2.3866102329979895,0.0
65,la cimade,92106,258.0,human rights democracy and governance,,64 rue clisson 75013 paris france,  01 44 18 60 5001 44 18 60 50  , infos@lacimade.org  ,http://www.lacimade.org/,,la cimade accueille et accompagne plusieurs dizaines de milliers de migrants et de demandeurs d’a...,,"Rue Clisson, Quartier de la Gare, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8294491, 2.36541, 0.0)",48.8294491,2.36541,0.0
66,la guilde,8657,24.249299719887954,economic recovery and development,,7 rue pasquier 75008 paris,  01 56 81 16 62 01 56 81 16 62  , yoanna.talopp@la-guilde.org ,http://la-guilde.org/,,la guilde est une organisation non gouvernementale ong créée en 1967 par patrick edel qui en a...,,"7, Rue Pasquier, Quartier de la Madeleine, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France","(48.8718664, 2.3231406, 0.0)",48.8718664,2.3231406,0.0
67,ldh  ligue des droits de l'homme,157098,440.0504201680672,human rights democracy and governance,,138 rue marcadet 75018 paris france,  01 56 55 51 0001 56 55 51 00  , ldh@ldh-france.org,http://www.ldh-france.org,,créée en 1898 pour défendre un innocent le capitaine dreyfus la ligue des droits de l’homme et ...,,"138, Rue Marcadet, Quartier de la Goutte-d'Or, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France","(48.8913655, 2.3392301, 0.0)",48.8913655,2.3392301,0.0
68,life project 4 youth alliance,11617,32.5406162464986,education,,53 avenue de segur 75007 paris france,  91 97 17 26 62 49 91 97 17 26 62 49  , jeanmarc.delaporte@lp4y.org ,http://www.lp4y.org,,the lp4y alliance is a group of autonomous humanitarian organizations working to support lp4y in ...,,"53, Avenue de Ségur, Quartier de l'École Militaire, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.849804, 2.3084169, 0.0)",48.849804,2.3084169,0.0
69,médecins du monde,430242,1205.1596638655462,health,,62 rue marcadet 75018 paris,  01 44 92 15 1501 44 92 15 15  ,infomdm@medecinsdumonde.net ,http://www.medecinsdumonde.org/fr,,médecins du monde association médicale militante de solidarité internationale s’engage de...,,"Médecins du monde, 62, Rue Marcadet, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France","(48.890702000000005, 2.34882109616498, 0.0)",48.890702000000005,2.34882109616498,0.0
70,médecins sans frontières  msf,11202519,31379.605042016807,health,,8 rue saintsabin 75011 paris france  ,  01 40 21 29 2901 40 21 29 29  contact@msf.fr  http://www.msf.fr/ ,contact@msf.fr  ,http://www.msf.fr/,,médecins sans frontières est une association médicale humanitaire internationale créée en 1971 à...,,,,,,
71,mission d’aide au développement des economies rurales en afghanistan,4,0.011204481792717087,economic recovery and development,,3 rue roubo 75011 paris france,  01 43 70 50 0701 43 70 50 07  contact@madera.asso.fr  http://www.madera-asso.org ,contact@madera.asso.fr  ,http://www.madera-asso.org,,mission d’aide au développement des économies rurales en afghanistan  est une association de soli...,,"3, Rue Roubo, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8501863, 2.3872255, 0.0)",48.8501863,2.3872255,0.0
72,observatoire international des prisons,20229,56.66386554621849,human rights democracy and governance,,7 rue riquet 75019 paris france,  01 44 52 87 9001 44 52 87 90  contact@oip.org  http://www.oip.org ,contact@oip.org ,http://www.oip.org,,l’observatoire international des prisons oip est né en 1990 à lyon france avec pour but...,,"7, Rue Riquet, Quartier de la Villette, Paris 19e Arrondissement, Paris, Île-de-France, France métropolitaine, 75019, France","(48.8881639, 2.3763312, 0.0)",48.8881639,2.3763312,0.0
73,ordre de malte france,45387,127.1344537815126,protection,,42 rue des volontaires 75015 paris,  33 01 45 20 80 2033 01 45 20 80 20  contact@ordredemaltefrance.org  http://www.ordredemaltefrance.org , contact@ordredemaltefrance.org  ,http://www.ordredemaltefrance.org,,reconnue d’utilité publique l’ordre de malte france est une association portée par les valeurs c...,,"Ordre de Malte France, 42, Rue des Volontaires, Quartier Necker, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France","(48.840296, 2.3084711, 0.0)",48.840296,2.3084711,0.0
74,organisation panafricaine de lutte pour la santé,872,2.442577030812325,health,,96 rue didot 75014 paris france,  01 45 42 08 2501 45 42 08 25  programmes@opals.asso.fr  http://www.opals.asso.fr , programmes@opals.asso.fr  ,http://www.opals.asso.fr,,l’opals organisation pan africaine de lutte contre le sida est créée en 1988 par des médecins s...,,"96, Rue Didot, Quartier de Plaisance, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France","(48.827419, 2.3145182, 0.0)",48.827419,2.3145182,0.0
75,organisation pour la prévention de la cécité,1323,3.7058823529411766,health,,17 villa d’alésia 75014 paris,  33 01 44 12 41 9033 01 44 12 41 90  opc@opc.asso.fr  http://www.opc.asso.fr/ ,opc@opc.asso.fr  ,http://www.opc.asso.fr/,,l’organisation pour la prévention de la cécité opc est une ong française qui intervient en afri...,,"17, Villa d'Alésia, Quartier du Petit-Montrouge, Paris 14e Arrondissement, Paris, Île-de-France, France métropolitaine, 75014, France","(48.8280025, 2.3248635, 0.0)",48.8280025,2.3248635,0.0
76,orphelins sida international,2235,6.260504201680672,health,,4 rue de belfort paris france,  01 47 97 54 9401 47 97 54 94  contact@orphelins-sida.org  http://www.orphelins-sida.org/index.php ,contact@orphelins-sida.org ,http://www.orphelins-sida.org/index.php,,« ne doutez pas qu’un petit nombre de personnes déterminées puisse changer le monde en fai...,,"4, Rue de Belfort, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8563759, 2.3833835, 0.0)",48.8563759,2.3833835,0.0
77,oxfam france,146152,409.3893557422969,economic recovery and development,,104 rue oberkampf 75011 paris,  01 56 98 24 4001 56 98 24 40  01 77 35 76 11  info@oxfamfrance.org  http://www.oxfamfrance.org ,info@oxfamfrance.org,http://www.oxfamfrance.org,,oxfam france est membre de la confédération internationale oxfam une organisation internationale...,,"104;106, Rue Oberkampf, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8658774, 2.3785891, 0.0)",48.8658774,2.3785891,0.0
78,pah  les pharmaciens humanitaires,1837,5.1456582633053225,health,,84 rue de charonne 75011 paris france,,info@pah-lespharmacienshumanitaires.org  ,http://www.pah-lespharmacienshumanitaires.org,,« pah les pharmaciens humanitaires » est une ong composée de professionnels de la solidarité int...,,"Diagonal, 84, Rue de Charonne, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8536482, 2.3811735, 0.0)",48.8536482,2.3811735,0.0
79,partenaires,771,2.1596638655462184,economic recovery and development,,41 rue des maronites 75020 paris france ,  01 73 77 77 9801 73 77 77 98  info@partenaires-association.org  http://www.partenaires-association.org ,info@partenaires-association.org ,http://www.partenaires-association.org,,l’association partenaires intervient dans les régions les plus pauvres du monde depuis 1991 prin...,,"41, Rue des Maronites, Quartier de Belleville, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France","(48.8689595, 2.3852687, 0.0)",48.8689595,2.3852687,0.0
80,peace brigades international section française pbi france,1629,4.563025210084033,human rights democracy and governance ,,21b rue voltaire  75011 paris,  01 43 73 49 6001 43 73 49 60  pbi.france@free.fr  http://www.pbi-france.org ,pbi.france@free.fr ,http://www.pbi-france.org,,association de défense des droits humains et de résolution non-violente des conflits pbi appliqu...,,"21b, Rue Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8527037, 2.3919532, 0.0)",48.8527037,2.3919532,0.0
81,pisad,209,0.5854341736694678,environment,,96 rue saintdominique 75007 paris france,  33 01 42 22 54 54 33 01 42 22 54 54   33 01 42 22 54 54 33 01 42 22 54 54  contact@pisad.org  http://pisad.org/ ,contact@pisad.org ,http://pisad.org/,,le pisad est une association environnementale et humanitaire œuvrant pour la protection de lrsqu...,,,,,,
82,planète enfants  développement,4498,12.599439775910364,protection,,53 boulevard de charonne 75011 paris,  01 53 34 86 3201 53 34 86 32  siege@planete-enfants.org  http://www.planete-enfants.org ,siege@planete-enfants.org  ,http://www.planete-enfants.org,,planète enfants  développement est née en 2016 ,,"Boulevard de Charonne, Quartier de la Roquette, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8583795, 2.3894172, 0.0)",48.8583795,2.3894172,0.0
83,planète urgence,15089,42.26610644257703,environment,,39 rue crozatier 75012 paris france ,  01 43 40 42 0001 43 40 42 00  accueil@planete-urgence.org  http://www.planete-urgence.org ,accueil@planete-urgence.org ,http://www.planete-urgence.org,,renforcer l’autonomie des populations et la protection de l’environnement. deux programmes princi...,,"39, Rue Crozatier, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8474367, 2.3810296, 0.0)",48.8474367,2.3810296,0.0
84,plateforme d’associations francohaïtienne,662,1.854341736694678,protection,, 6 villa guelma 75018 paris,  33 9 50 99 65 9333 9 50 99 65 93  contact@pafha.fr  http://www.pafha.fr/ ,contact@pafha.fr  ,http://www.pafha.fr/,,la mise en place de la pafha est l’aboutissement d’une démarche concertée entre les associations....,,"6, Villa de Guelma, Quartier des Grandes-Carrières, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France","(48.8829788, 2.337112, 0.0)",48.8829788,2.337112,0.0
85,prisonniers sans frontières,481,1.3473389355742298,human rights democracy and governance,,13 rue des amiraux 75018 paris france ,  3301 40 38 24 303301 40 38 24 30  prsf@prsf.org  https://www.prsf.fr ,prsf@prsf.org ,https://www.prsf.fr,,créée en 1995 à partir d’abidjan prisonniers sans frontières s’est fixé pour mission de contribu...,,"13, Rue des Amiraux, Quartier de Clignancourt, Paris 18e Arrondissement, Paris, Île-de-France, France métropolitaine, 75018, France","(48.8944928, 2.3510646, 0.0)",48.8944928,2.3510646,0.0
86,remed  réseau médicaments et développement,39,0.1092436974789916,health ,,35 rue daviel 75013 paris,  01 53 80 20 2001 53 80 20 20  e.daniel@remed.org  http://www.remed.org ,e.daniel@remed.org ,http://www.remed.org,,créé en 1993 remed est une association loi 1901 reconnue d’utilité publique dont l’objectif est ...,,"35, Rue Daviel, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8283268, 2.3434999, 0.0)",48.8283268,2.3434999,0.0
87,réseau des centres de documentation et d’information pour le développement et la solidarité internationale,0,0.0,education,,21b rue voltaire 75011 paris,  01 44 64 74 1401 44 64 74 14  contact@ritimo.org  http://www.ritimo.org ,contact@ritimo.org  ,http://www.ritimo.org,,depuis 25 ans le réseau ritimo regroupe en france des lieux et des organisations centres de doc...,,"21b, Rue Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8527037, 2.3919532, 0.0)",48.8527037,2.3919532,0.0
88,résonances humanitaires,2465,6.904761904761905,protection,,72 rue orfila 75020 paris,  01 46 36 10 3601 46 36 10 36  contact@resonanceshumanitaires.org  http://www.resonanceshumanitaires.org/ , contact@resonanceshumanitaires.org ,http://www.resonanceshumanitaires.org/,,résonances humanitaires est une association loi 1901 créée en juillet 2002 à but non lucratif ...,,"72, Rue Orfila, Quartier du Père-Lachaise, Paris 20e Arrondissement, Paris, Île-de-France, France métropolitaine, 75020, France","(48.8670987, 2.3981612, 0.0)",48.8670987,2.3981612,0.0
89,s'aiddes,0,0.0,economic recovery and development,,128 rue de la croix nivert 75015 paris france,  06 76 28 30 5306 76 28 30 53  jeanloup.guibert@yahoo.fr  http://saiddes.org ,jeanloup.guibert@yahoo.fr  ,http://saiddes.org,,subventions et cycle des projets   la fondation s’aiddes soutient et finance toute action d’accom...,,"128, Rue de la Croix Nivert, Quartier de Javel, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France","(48.8419446, 2.2930993, 0.0)",48.8419446,2.2930993,0.0
90,samusocial international,2802,7.848739495798319,protection,,35 avenue courteline 75012 paris,, contact@samu-social-international.com  ,http://www.samu-social-international.com,,fort de la conviction que la grande exclusion est un problème que connaissent toutes les grandes ...,,"35, Avenue Courteline, Quartier du Bel-Air, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8440589, 2.4151444, 0.0)",48.8440589,2.4151444,0.0
91,sauveteurs sans frontières,11295,31.638655462184875,humanitarian ,,6 rue villeboismareuil 75017 paris france,  33 09 84 04 54 11 33 09 84 04 54 11 , beatrice.t@sauveteurs.org  ,http://www.sauveteurs.org/,,sauveteurs sans frontières est une association fondée en 2000 qui a pour mission de porter assist...,,,,,,
92,scouts et guides de france,92448,258.9579831932773,education,,65 rue de la glacière 75013 paris,  01 44 52 37 3701 44 52 37 37  international@sgdf.fr  http://www.sgdf.fr ,international@sgdf.fr  ,http://www.sgdf.fr,,acteurs locaux dans près de 1 000 villes et villages de france les plus de 17 000 responsables b...,,"65, Rue de la Glacière, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.831307, 2.3444094, 0.0)",48.831307,2.3444094,0.0
93,secours catholique  caritas france,42878,120.10644257703082,humanitarian ,,106 rue du bac 75007 paris france,  01 45 49 73 0001 45 49 73 00  dir.internationale@secours-catholique.org  http://www.secours-catholique.org ,dir.internationale@secours-catholique.org  ,http://www.secours-catholique.org,,fondé en 1946 le secours catholique-caritas france est une association reconnue d’utilité publiq...,,"Délégation Catholique pour la Coopération, 106, Rue du Bac, Quartier Saint-Thomas-d'Aquin, Paris 7e Arrondissement, Paris, Île-de-France, France métropolitaine, 75007, France","(48.8534158, 2.3236654, 0.0)",48.8534158,2.3236654,0.0
94,secours populaire français,117562,329.3053221288515,protection,,9/11 rue froissart 75140 paris france,  01 44 78 21 0001 44 78 21 00  info@secourspopulaire.fr  http://www.secourspopulaire.fr ,info@secourspopulaire.fr ,http://www.secourspopulaire.fr,,statut : association de loi 1901 créée en 1945 et reconnue d’utilité publique par décret en 198...,,"Rue Froissart, Quartier des Enfants-Rouges, Paris 3e Arrondissement, Paris, Île-de-France, France métropolitaine, 75003, France","(48.8617356, 2.365364, 0.0)",48.8617356,2.365364,0.0
95,sherpa,9879,27.672268907563026,human rights democracy and governance,,22 rue de milan 75009 paris france,  01 42 21 33 2501 42 21 33 25  communication@asso-sherpa.org  http://www.asso-sherpa.org ,communication@asso-sherpa.org ,http://www.asso-sherpa.org,,a l’aube du 21e siècle tandis que les auteurs des crimes de guerre et crimes contre l’humanité a...,,"22, Rue de Milan, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8788185, 2.3274382, 0.0)",48.8788185,2.3274382,0.0
96,sidaction,82986,232.45378151260505,health,,228 rue du faubourg saintmartin 75010 paris,  33 01 53 26 45 5533 01 53 26 45 55 ,sidaction@sidaction.org  ,http://www.sidaction.org,,sidaction a pour but le développement de la lutte contre le sida par le soutien à des programmes ...,,,,,,
97,sol,6397,17.9187675070028,economic recovery and development,,20 rue marguerite de rochechouart 75009 paris france,  33 01 48 78 33 263301 48 78 33 26 ,contact@solidarite.asso.fr  ,http://www.sol-asso.fr,,sol alternatives agroécologiques et solidaires créée en 1980 sol est une organisation de solida...,,"20, Rue Marguerite de Rochechouart, Quartier de Rochechouart, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8776263, 2.3448151, 0.0)",48.8776263,2.3448151,0.0
98,solidarité laïque,12125,33.963585434173666,education,,22 rue corvisart 75013 paris,  01 45 35 13 1301 45 35 13 13  01 45 35 47 47  ,contact@solidarite-laique.org  ,http://www.solidarite-laique.org/,,depuis 1956 solidarité laïque lutte contre les exclusions et améliore l’accès de toutes et tous ...,,"22, Rue Corvisart, Quartier de Croulebarbe, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8329388, 2.3467669, 0.0)",48.8329388,2.3467669,0.0
99,solidarité sida,15872,44.4593837535014,protection,,16 avenue parmentier 75011 paris,  01 53 10 22 2201 53 10 22 22  33 01 53 10 22 20  ,info@solidarite-sida.org ,http://www.solidarite-sida.org,,a la fois acteur de prévention organisateur d’événements et partenaire d’associations communauta...,,"Avenue Parmentier, Quartier Saint-Ambroise, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8611455, 2.3778135, 0.0)",48.8611455,2.3778135,0.0
100,solthis  solidarité thérapeutique et initiatives pour la santé,3130,8.767507002801121,health,,58 a rue du dessous des berges 75013 paris,  33 01 81 70 17 9733 01 81 70 17 97  , contact@solthis.org  ,http://www.solthis.org,,solthis a pour objectif de renforcer les systèmes de santé des pays où elle intervient pour leur...,,"Rue du Dessous des Berges, Quartier de la Gare, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8291493, 2.372315, 0.0)",48.8291493,2.372315,0.0
101,sortir du colonialisme,10068,28.201680672268907,human rights democracy and governance,,21 rue voltaire  75011 paris france,  07 86 10 95 3007 86 10 95 30  ,jzl2805@yahoo.fr  ,http://www.anticolonial.net,,promouvoir les valeurs de l’anticolonialisme de la solidarité internationale de l’antiracisme ...,,"21, Rue Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8526381, 2.391742, 0.0)",48.8526381,2.391742,0.0
102,sos villages d’enfants,46286,129.65266106442576,protection,,6 cité monthiers 75 009 paris france,  33 01 55 07 25 2533 01 55 07 25 25  33 01 49 95 02 85 , contact@sosve.org  ,http://www.sosve.org/,,sos villages d’enfants france est une association indépendante apolitique et non confessionnelle...,,"6, Cité Monthiers, Quartier Saint-Georges, Paris 9e Arrondissement, Paris, Île-de-France, France métropolitaine, 75009, France","(48.8809299, 2.3275956, 0.0)",48.8809299,2.3275956,0.0
103,survival international france sif,310137,868.7310924369748,human rights democracy and governance,,18 rue ernest et henri rousselle  75013 paris france,  01 42 41 47 6201 42 41 47 62  , info@survivalfrance.org ,http://www.survivalfrance.org,,organisation mondiale de soutien aux peuples indigènes survival défend leur volonté de décider d...,,"18, Rue Ernest et Henri Rousselle, Quartier de la Maison-Blanche, Paris 13e Arrondissement, Paris, Île-de-France, France métropolitaine, 75013, France","(48.8254068, 2.3541752, 0.0)",48.8254068,2.3541752,0.0
104,transparency international france,12878,36.07282913165266,human rights democracy and governance,,14 passage dubail 75010 paris france,  01 84 16 95 6501 84 16 95 65  ,contact@transparency-france.org,http://www.transparency-france.org,,créée en 1995 et présidée depuis 2003 par daniel lebègue ancien directeur du trésor transparenc...,,"Centre de recherche et d'Information pour le Développement, 14, Passage Dubail, Quartier de la Porte-Saint-Martin, Paris 10e Arrondissement, Paris, Île-de-France, France métropolitaine, 75010, France","(48.8737094, 2.359693, 0.0)",48.8737094,2.359693,0.0
105,unicef,441195,1235.8403361344538,health,,3 rue duguaytrouin 75282 paris france, 09 69 36 84 68 09 69 36 84 68  ,contact@unicef.fr  ,http://www.unicef.fr,,les enfants sont le présent et l’avenir du monde. parce qu’ils ont besoin aujourd’hui d’être p...,,,,,,
106,union des associations burkinabé de france,1317,3.689075630252101,economic recovery and development,,181 avenue daumesnil 75012 paris france,  06 89 41 73 6606 89 41 73 66  , uabfrance@yahoo.fr  ,http://uabf.net/,,l’union des associations burkinabé de france u.a.b.f. convie toutes les associations ong et p...,,"181, Avenue Daumesnil, Quartier des Quinze-Vingts, Paris 12e Arrondissement, Paris, Île-de-France, France métropolitaine, 75012, France","(48.8406306, 2.392475, 0.0)",48.8406306,2.392475,0.0
107,union nationale des maisons familiales rurales d’education et d’orientation,13537,37.9187675070028,education,,58 rue notredame de lorette 75009 paris,  01 44 91 86 8601 44 91 86 86  01 44 91 95 45  ,unmfreo@mfr.asso.fr ,http://www.mfr.asso.fr,,a côté de leurs actions de formation et de développement en france le mouvement des maisons fami...,,,,,,
108,union peuple et culture pec,2454,6.873949579831932,education,,108 rue saintmaur 75011 paris france ,  01 49 29 42 8001 49 29 42 80  ,union@peuple-et-culture.org  ,http://www.peuple-et-culture.org,,l’union peuple et culture contribue à l’avènement d’un monde juste et solidaire d’une société d’...,,,,,,
109,acerrussie,472,1.3221288515406162,humanitarian,,91 rue olivier de serres 75015 paris france,  01 42 50 53 66  ,https://www.acer-mjo.org/fr/contact ,https://www.acer-mjo.org/fr/acer-russie,,acer-russie est une association d'aide humanitaire et sociale qui soutient des initiatives locales d’aide...,,"91, Rue Olivier de Serres, Quartier Saint-Lambert, Paris 15e Arrondissement, Paris, Île-de-France, France métropolitaine, 75015, France","(48.832199, 2.2935776, 0.0)",48.832199,2.2935776,0.0
110,act exchange,352,0.9859943977591037,economic recovery and development,,1a place des orphelins strasbourg france,06 44 64 22 22  ,contact@act.world  ,https://act.world,,l’association pour la culture et l’échange touristique act est une organisation à but non lucratif basée...,,"Place des Orphelins, Krutenau, Strasbourg, Bas-Rhin, Grand Est, France métropolitaine, 67065, France","(48.5785358, 7.7539289, 0.0)",48.5785358,7.7539289,0.0
111,acting for life,1685,4.719887955182073,economic recovery and development,,40 avenue de l'europe 93350 le bourget aeroport france,01 49 34 83 13  , contact@acting-for-life.org  ,https://acting-for-life.org/,,acting for life est une organisation française de solidarité internationale fondée en 1973 qui œuvre pour...,,,,,,
112,action autonomie avenir,123,0.3445378151260504,protection,,6 rue victor hugo 95100 argenteuil,01 34 10 34 04  ,,http://aaa-asso.fr/,,aaa est une association d’aide au développement aujourd’hui active au népal et au maroc...,,"6, Rue Victor Hugo, Ermont, Argenteuil, Val-d'Oise, Île-de-France, France métropolitaine, 95120, France","(48.987312349999996, 2.2586892679924215, 0.0)",48.987312349999996,2.2586892679924215,0.0
113,action contre la faim france,284460,796.8067226890756,humanitarian,,14 bd de douaumont 75017 paris france,01 70 84 70 84  ,https://www.actioncontrelafaim.org/contactez-nous/  ,https://www.actioncontrelafaim.org/,,créée en 1979 notre association loi 1901 est une organisation non-gouvernementale de solidarité...,,"14, Boulevard de Douaumont, Quartier des Batignolles, Paris 17e Arrondissement, Paris, Île-de-France, France métropolitaine, 75017, France","(48.8960324, 2.3077462, 0.0)",48.8960324,2.3077462,0.0
114,afal,1065,2.9831932773109244,education,,1 chemin de la laurina 33460 labarde france,01 74 64 44 73  ,afalassociation@gmail.com  ,http://www.afalassociation.com/,,association loi 1901 afal est l'union internationale d’associations et d’ong à vocation sectorielle ou...,,"Chemin de la Laurina, Clos de Gassion, Labarde, Lesparre-Médoc, Nouvelle-Aquitaine, France métropolitaine, 33460, France","(45.0227718, -0.6403062, 0.0)",45.0227718,-0.6403062,0.0
115,afdi  agriculteurs francais et developpment,3338,9.35014005602241,economic recovery and development,,11 rue de la baume 75008 paris france,01 42 89 58 16  ,,https://www.afdi-opa.org/,,grâce aux professionnels de l'agriculture engagés à ses côtés afdi soutient les agricultures familiales...,,"11, Rue de la Baume, Quartier de l'Europe, Paris 8e Arrondissement, Paris, Île-de-France, France métropolitaine, 75008, France","(48.8745642, 2.3116834, 0.0)",48.8745642,2.3116834,0.0
116,afea,392,1.0980392156862746,education,,4 rue des irlandais 75005 paris,,,,,,,"4, Rue des Irlandais, Quartier du Val-de-Grâce, Paris 5e Arrondissement, Paris, Île-de-France, France métropolitaine, 75005, France","(48.8444737, 2.3462045, 0.0)",48.8444737,2.3462045,0.0
117,afps  association france palenstine solidarite,21413,59.98039215686274,human rights democracy and governance,,21 ter rue voltaire 75011 paris france,01 43 72 15 79  , afps@france-palestine.org,https://www.france-palestine.org/,,l’association france palestine solidarité afps rassemble des personnes attachées au droit des peuples...,,"Rue Voltaire, Quartier Sainte-Marguerite, Paris 11e Arrondissement, Paris, Île-de-France, France métropolitaine, 75011, France","(48.8524844, 2.3913929, 0.0)",48.8524844,2.3913929,0.0
118,afrique verte international,3407,9.543417366946779,economic recovery and development,,66  72 rue marceau 93100 montreuil france,01 42 87 06 67  ,contact@afriqueverte.org,http://www.afriqueverte.org/,,avi est une organisation qui regroupe cinq membres intervenant dans quatre pays en afrique de l’ouest...,,"Rue Marceau, Bobillot, Montreuil, Bobigny, Seine-Saint-Denis, Île-de-France, France métropolitaine, 93100, France","(48.8546636, 2.4258991, 0.0)",48.8546636,2.4258991,0.0
119,agir ensemble pour les droits humains,3784,10.599439775910364,human rights democracy and governance,,16 av berthelot 69007 lyon france,04 37 37 10 11  , g.guichon@aedh.org   ,http://agir-ensemble-droits-humains.org/en/__trashed-2/,,notre vocation = s’allier avec les acteurs.rices de la société civile engagé.e.s sur leurs terrains dans la lutte...,,"16, Avenue Berthelot, Chevreul, Lyon 7e Arrondissement, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69007, France","(45.7469182, 4.8361927, 0.0)",45.7469182,4.8361927,0.0
